,op1,op2,op3,5-GM Avg Op1,5-GM Avg Op2,5-GM Avg Op3
88,75.28089887640449,73.03370786516854,58.42696629213483,75.17381111009229,73.3315106087372,58.625611279002555
89,75.55555555555556,73.33333333333333,58.88888888888889,75.22609869179163,73.40994198128624,58.638683174427385
90,75.82417582417582,72.52747252747253,58.24175824175825,75.27465478685937,73.26427369608307,58.42656970649997
91,76.08695652173914,72.82608695652173,57.608695652173914,75.549517355575,73.1168474092265,58.224170905900266
92,76.34408602150538,72.04301075268818,58.06451612903226,75.81833455987608,72.75272228703686,58.246165040797635
93,76.59574468085107,72.3404255319149,58.51063829787234,76.08130372076539,72.61406582038613,58.26289944194514
94,76.84210526315789,72.63157894736842,57.89473684210527,76.33861366228585,72.47371494319316,58.06406903258841
95,77.08333333333334,72.91666666666666,57.291666666666664,76.59044516411737,72.55155377103196,57.87405071757009
96,77.31958762886599,73.19587628865979,57.73195876288659,76.83697138554274,72.6255116374596,57.89870333971262
97,77.55102040816327,73.46938775510205,57.14285714285714,77.0783582628743,72.91078703794236,57.7143715424776
98,77.77777777777779,73.73737373737373,56.56565656565656,77.31476488225965,73.19017667903412,57.32537519603445
99,78.0,74.0,56.00000000000001,77.54634382962809,73.46386088956044,56.94642782761339
100,78.21782178217822,73.26732673267327,56.43564356435643,77.77324151939705,73.53399290276177,56.77522320715135
101,78.43137254901961,73.52941176470588,55.88235294117647,77.99559850342777,73.60069999797099,56.40530204280932
102,77.66990291262135,72.81553398058253,55.33980582524271,78.0193750043194,73.46992924306709,56.04469177928644
103,76.92307692307693,73.07692307692307,54.807692307692314,77.84843483337923,73.33783911097694,55.69309892769358
104,77.14285714285715,73.33333333333333,55.23809523809524,77.67700626195065,73.20450577764362,55.54071797531263
105,77.35849056603774,73.58490566037736,54.71698113207547,77.50514001872256,73.26802156318443,55.19698548885644
106,77.57009345794393,73.83177570093457,54.20560747663551,77.33288420050742,73.32849435043018,54.86163639594825
107,77.77777777777779,74.07407407407408,54.629629629629626,77.3544591735387,73.58020236912849,54.719601156825625
108,77.98165137614679,73.39449541284404,54.12844036697248,77.56617406415269,73.64371683631268,54.58375076868166
109,78.18181818181819,72.72727272727273,54.54545454545454,77.77396627194489,73.52250471510055,54.44522263015352
110,78.37837837837837,72.07207207207207,54.95495495495496,77.97794383441301,73.2199379974395,54.49281739472942
111,77.67857142857143,72.32142857142857,55.35714285714286,77.99963942853852,72.91786857153829,54.723124470830896
112,77.87610619469027,72.56637168141593,55.75221238938053,78.019305111921,72.61632809300667,54.94764102278108
113,78.0701754385965,72.80701754385966,56.14035087719298,78.03700992441095,72.49883251920978,55.35002312482518
114,78.26086956521739,72.17391304347827,55.65217391304348,78.05282020109078,72.38816058245091,55.57136699834295
115,78.44827586206897,72.41379310344827,56.03448275862068,78.0667996978289,72.45650478872614,55.78727255907611
116,78.63247863247864,71.7948717948718,56.41025641025641,78.25758113861035,72.35119343341478,55.997895269698816
117,78.8135593220339,72.03389830508475,56.779661016949156,78.44507176407907,72.24469875814854,56.20338499521254
118,78.99159663865547,71.42857142857143,57.14285714285714,78.62935600409087,71.96900953509092,56.40388624834537
119,79.16666666666666,71.66666666666667,56.666666666666664,78.81051542438072,71.86756025972858,56.60678479907001
120,79.33884297520662,71.900826446281,56.19834710743802,78.98862884700826,71.76496692829514,56.63955766883348
121,79.50819672131148,72.1311475409836,56.557377049180324,79.16377246477482,71.8322220775175,56.668981796618255
122,78.86178861788618,72.35772357723577,56.09756097560976,79.17341832394527,71.8969871319477,56.53256178835038
123,79.03225806451613,72.58064516129032,56.451612903225815,79.18155060911741,72.12740187849148,56.394312940424115
124,78.4,72.0,56.8,79.02821727578407,72.19406854515815,56.420979607090786
125,77.77777777777779,72.22222222222221,57.14285714285714,78.71600423629832,72.25834770034638,56.609881614174604
126,77.95275590551181,72.44094488188976,57.48031496062992,78.40491607313837,72.32030716852762,56.794469196464526
127,78.125,72.65625,57.8125,78.25755834956115,72.38001245308047,57.13745700134258
128,78.29457364341084,72.86821705426357,58.139534883720934,78.11002146534008,72.43752683167511,57.4750413974416
129,78.46153846153847,72.3076923076923,57.692307692307686,78.12232915764778,72.49906529321358,57.653502935903134
130,77.86259541984732,72.51908396946564,58.01526717557252,78.13929268606168,72.55843764266226,57.82798494244621
131,77.27272727272727,71.96969696969697,57.57575757575758,78.00328695950478,72.4641880602237,57.84707346547175
132,77.44360902255639,71.42857142857143,57.89473684210527,77.86700876401605,72.218652345938,57.8635208338928
133,76.86567164179104,71.64179104477611,58.2089552238806,77.58122836369209,71.9733671440405,57.87740490192473
134,77.03703703703704,71.85185185185186,58.51851851851851,77.29632807879182,71.8821990528724,58.0426470671669
135,76.47058823529412,71.32352941176471,58.82352941176471,77.01792664188117,71.64308814133221,58.20429951440533
136,76.64233576642336,71.53284671532847,59.12408759124088,76.89184834062038,71.55571809045851,58.513965517501994
137,76.81159420289855,71.73913043478261,58.69565217391305,76.7654453766888,71.61782989170077,58.674148583863555
138,76.97841726618705,71.94244604316546,58.992805755395686,76.78799450156802,71.67796089137862,58.83091869016656
139,76.42857142857142,72.14285714285714,59.285714285714285,76.66630137987491,71.73616194957968,58.98435784360572
140,76.59574468085107,72.3404255319149,58.86524822695035,76.69133266898629,71.93954117360973,58.992701606642854
141,76.76056338028168,72.53521126760563,59.154929577464785,76.71497819175795,72.14001408406514,58.99887000388763
142,76.92307692307693,72.72727272727273,59.44055944055944,76.73727473579363,72.33764254256317,59.1478514572169
143,77.08333333333334,72.91666666666666,59.72222222222222,76.7582579492229,72.53248666726341,59.29373475058221
144,77.24137931034483,72.41379310344827,59.310344827586206,76.92081952557757,72.58667385938163,59.2986608589566
145,77.3972602739726,72.6027397260274,59.589041095890416,77.08112264420188,72.63913669820414,59.44341943274461
146,77.55102040816327,72.78911564625851,59.863945578231295,77.2392140497782,72.68991757393471,59.58522263289791
147,77.7027027027027,72.2972972972973,59.45945945945946,77.39513920570334,72.60392248793963,59.589002636677925
148,77.18120805369128,72.48322147651007,59.73154362416108,77.41471414977494,72.51723344990832,59.59086691706568
149,76.66666666666667,72.66666666666667,60.0,77.2997716210393,72.56780816255198,59.72879795154845
150,76.82119205298014,72.18543046357617,60.264900662251655,77.18455797684081,72.48434631006174,59.863969864820696
151,76.97368421052632,71.71052631578947,60.526315789473685,77.06909073731342,72.26862844396794,59.99644390706917
152,77.12418300653596,71.89542483660131,60.130718954248366,76.95338679808006,72.18825395182873,60.130695806026964
153,77.27272727272727,71.42857142857143,59.74025974025974,76.97169064188726,71.977323942241,60.13243902924669
154,77.41935483870968,70.96774193548387,59.354838709677416,77.12222827629587,71.63753899600445,60.00340677118218
155,77.56410256410257,71.15384615384616,58.97435897435898,77.27081037852037,71.43122213405844,59.74529843360364
156,77.70700636942675,70.70063694267516,58.59872611464968,77.41747481030043,71.22924425943559,59.35978049863884
157,77.84810126582279,70.88607594936708,58.86075949367089,77.56225846215781,71.02737448198874,59.10578860652335
158,77.9874213836478,70.44025157232704,58.490566037735846,77.70519728434192,70.82971051073987,58.85584986601856
159,78.125,70.625,58.75,77.84632631659998,70.76116212364309,58.734882124083086
160,78.26086956521739,70.80745341614907,58.38509316770186,77.98567971682294,70.69188357610366,58.61702896275166
161,78.39506172839506,70.98765432098766,58.64197530864198,78.12329078861661,70.74928705176617,58.62567880155011
162,78.52760736196319,71.16564417177914,58.895705521472394,78.25919200784469,70.80520069624859,58.63266800711042
163,78.65853658536585,71.34146341463415,59.14634146341463,78.3934150481883,70.98544306471,58.76382309224617
164,78.78787878787878,71.51515151515152,58.78787878787879,78.52599080576405,71.1634733677403,58.77139884982192
165,78.91566265060241,71.6867469879518,58.43373493975904,78.65694942284107,71.33933208210087,58.78112720423337
166,78.44311377245509,71.8562874251497,58.08383233532935,78.66655983165307,71.51305870293325,58.66949860957084
167,78.57142857142857,71.42857142857143,58.333333333333336,78.67532407354614,71.56564415429173,58.557024171943034
168,78.10650887573965,71.00591715976331,57.98816568047337,78.5649185316209,71.49853490331756,58.32538901535478
169,78.23529411764706,71.17647058823529,58.235294117647065,78.45440159757456,71.43079871793432,58.21487208130843
170,77.77777777777779,70.76023391812866,58.47953216374269,78.22682462300963,71.24549610396967,58.22403152610516
171,77.32558139534885,70.93023255813954,58.720930232558146,78.00331814758837,71.06028513056765,58.351451105550915
172,77.45664739884393,71.09826589595376,58.38150289017341,77.78036191307146,70.99422402404412,58.361085016918935
173,77.01149425287356,71.26436781609196,58.04597701149425,77.56135898849824,71.04591415530983,58.372647283123115
174,77.14285714285715,70.85714285714285,57.714285714285715,77.34287159354025,70.98204860909136,58.268445602450846
175,77.27272727272727,71.02272727272727,57.95454545454546,77.24186149253015,71.03454728001108,58.16344826061139
176,77.40112994350282,71.1864406779661,57.6271186440678,77.25697120216094,71.0857889039764,57.944685942913324
177,76.96629213483146,70.78651685393258,57.865168539325836,77.15890014935846,71.02343909557214,57.84141907274382
178,77.09497206703911,70.39106145251397,58.10055865921788,77.17559571219157,70.84877782285655,57.85233540228853
179,77.22222222222223,70.55555555555556,57.77777777777777,77.19146872806458,70.7884603625391,57.865033814986944
180,77.34806629834254,70.71823204419888,58.011049723756905,77.20653653318763,70.72756131683342,57.87633466882924
181,77.47252747252747,70.87912087912088,58.24175824175825,77.22081603899257,70.66609735706437,57.99926258836732
182,77.59562841530054,70.49180327868852,57.92349726775956,77.34668329508638,70.60715464201556,58.01092833405407
183,77.17391304347827,70.1086956521739,58.152173913043484,77.3624714903742,70.55068148194755,58.021251384819195
184,77.29729729729729,69.72972972972973,58.37837837837838,77.37748650538921,70.38551631678237,58.14137150493932
185,77.41935483870968,69.35483870967742,58.602150537634415,77.39174421346266,70.11283764987809,58.259591667714815
186,77.54010695187165,69.5187165775401,58.288770053475936,77.40526010933148,69.84075678956194,58.26899403005835
187,77.6595744680851,69.14893617021278,58.51063829787234,77.4180493198884,69.5721833678668,58.38642223608091
188,77.77777777777779,69.31216931216932,58.730158730158735,77.5388222667483,69.41287809986586,58.502019199503955
189,77.89473684210526,69.47368421052632,58.42105263157895,77.65831017570989,69.3616689960252,58.51055405014407
190,78.01047120418848,69.63350785340315,58.1151832460733,77.77653344880565,69.41740282477033,58.413160591831854
191,78.125,69.27083333333334,58.333333333333336,77.89351205843133,69.36782617592898,58.42207324780334
192,78.23834196891191,69.43005181347151,58.03108808290155,78.0092655585967,69.42404930458073,58.32616320480918
193,78.35051546391753,69.0721649484536,57.73195876288659,78.12381309582464,69.37604843183757,58.126523211354744
194,78.46153846153847,69.23076923076923,57.43589743589743,78.23717341971128,69.32746543588617,57.929492172218445
195,78.06122448979592,69.38775510204081,57.14285714285714,78.24732407683277,69.2783148856137,57.73502695157521
196,78.1725888324873,69.54314720812182,57.360406091370564,78.25684184333022,69.3327776605714,57.54044150318266
197,78.28282828282829,69.6969696969697,57.57575757575758,78.2657391061135,69.38616123727104,57.44937540175387
198,78.39195979899498,69.84924623115577,57.78894472361809,78.274027973129,69.54157749381146,57.46077259390015
199,78.5,69.5,57.99999999999999,78.2817202808213,69.59542364765761,57.57359310672067
200,78.60696517412936,69.65174129353234,57.711442786069654,78.39086841768798,69.64822088595592,57.68731023536317
201,78.71287128712872,69.80198019801979,57.920792079207914,78.49892490861626,69.69998748393553,57.799387432930644
202,78.81773399014779,69.95073891625616,58.128078817733986,78.60590605008016,69.75074132779281,57.909851681325925
203,78.92156862745098,70.09803921568627,57.84313725490197,78.71182781577137,69.80049992469893,57.92069018758271
204,79.02439024390245,69.7560975609756,58.048780487804876,78.81670586455186,69.85171943689404,57.93044628514368
205,79.12621359223301,69.90291262135922,57.76699029126213,78.92055554817259,69.9019537024594,57.94155578618218
206,79.22705314009661,70.04830917874396,57.48792270531401,79.02339191876617,69.95121949860425,57.8549819114034
207,79.32692307692307,70.1923076923077,57.21153846153846,79.12522973612123,69.99953325381455,57.671673840164296
208,78.94736842105263,70.33492822966507,56.9377990430622,79.13038969484155,70.0469110566103,57.49060619779633
209,78.57142857142857,70.47619047619048,56.666666666666664,79.03979736034678,70.19092963965329,57.2141834335687
210,78.67298578199052,70.61611374407583,56.872037914691944,78.94915179829827,70.33356986419662,57.035192958254655
211,78.77358490566037,70.75471698113208,56.60377358490566,78.85845815141104,70.47485142467423,56.85836313417299
212,78.87323943661971,70.4225352112676,56.33802816901409,78.76772142335037,70.52089692846621,56.68366107566811
213,78.97196261682244,70.56074766355141,56.54205607476636,78.77264026250432,70.56606081524349,56.60451248200894
214,78.6046511627907,70.23255813953489,56.74418604651162,78.77928478077675,70.51733434791235,56.62001635797793
215,78.70370370370371,70.37037037037037,56.481481481481474,78.78542836511937,70.46818567317126,56.54190507133584
216,78.80184331797236,70.50691244239631,56.68202764976959,78.79108004758179,70.41862476542413,56.55755588430863
217,78.89908256880734,70.64220183486239,56.42201834862385,78.79624867401931,70.46255809014308,56.57435392023058
218,78.99543378995433,70.77625570776256,56.62100456621004,78.80094290864568,70.50565969898531,56.59014361851931
219,79.0909090909091,70.9090909090909,56.81818181818182,78.89819449426936,70.6409662528965,56.60494277285335
220,79.18552036199095,71.04072398190046,57.01357466063348,78.99455782592682,70.77503697520254,56.71136140868375
221,78.82882882882883,71.17117117117117,57.20720720720721,78.9999549280981,70.90788872095749,56.816397320171276
222,78.47533632286996,70.85201793721974,57.399103139013455,78.91520567891064,70.94985194142896,57.0118142782492
223,78.57142857142857,70.53571428571429,57.14285714285714,78.83040463520548,70.90174365701931,57.116184793578626
224,78.66666666666666,70.66666666666667,57.333333333333336,78.74555615035699,70.85325880853448,57.21921509660892
225,78.76106194690266,70.79646017699115,57.07964601769911,78.66066446733934,70.8044060475526,57.23242936802205
226,78.41409691629956,70.92511013215858,57.268722466960355,78.57771808483348,70.75519383975009,57.244732419972685
227,78.50877192982456,71.05263157894737,57.01754385964912,78.58440520622439,70.79531656809561,57.16842056409981
228,78.16593886462883,71.17903930131004,57.20524017467249,78.50330726486445,70.92398157121475,57.18089717046288
229,78.26086956521739,71.30434782608695,56.95652173913044,78.4221478445746,71.05151780309882,57.1055348516223
230,78.35497835497836,71.42857142857143,57.14285714285714,78.34093112618973,71.17794005341487,57.11817707665391
231,78.44827586206897,71.55172413793103,57.327586206896555,78.34776691534361,71.30326285456937,57.12994982464115
232,78.54077253218884,71.67381974248927,57.5107296137339,78.35416703581647,71.42750048727774,57.22858697545811
233,78.63247863247864,71.7948717948718,57.692307692307686,78.44747498938644,71.55066698599009,57.326000478985144
234,78.72340425531915,71.91489361702128,57.446808510638306,78.53998192740679,71.67277614417695,57.42405783328671
235,78.8135593220339,71.61016949152543,57.6271186440678,78.6316981208179,71.70909575676777,57.520910133528844
236,78.90295358649789,71.72995780590718,57.80590717299579,78.72263366570368,71.744742490363,57.6165743267487
237,78.99159663865547,71.84873949579831,57.56302521008403,78.81279848699701,71.77972644102479,57.62703344601872
238,79.07949790794979,71.96652719665272,57.32217573221757,78.90220234209124,71.81405752138099,57.5530070540007
239,79.16666666666666,72.08333333333333,57.08333333333333,78.99085482436074,71.8477454646434,57.4803120185397
240,79.25311203319502,71.78423236514523,56.84647302904564,79.07876536659296,71.88255803936735,57.32418289553527
241,79.33884297520662,71.48760330578511,56.611570247933884,79.16594324433471,71.83408713934294,57.08531551052289
242,79.42386831275721,71.19341563786008,56.79012345679012,79.25239757915506,71.7030223677553,56.930735159864106
243,79.50819672131148,71.31147540983606,56.9672131147541,79.33813734182739,71.57201201039197,56.859742636371415
244,79.59183673469387,71.42857142857143,56.734693877551024,79.42317135543283,71.44105962943958,56.790014745214954
245,79.67479674796748,71.54471544715447,56.91056910569105,79.50750829838732,71.39315624584142,56.802833960544035
246,79.75708502024291,71.65991902834008,56.68016194331984,79.59115670739459,71.42761939035242,56.81655229962123
247,79.83870967741935,71.7741935483871,56.85483870967742,79.67412498032701,71.54377497245783,56.82949535019869
248,79.91967871485943,71.8875502008032,56.62650602409639,79.75642137903661,71.65898993065126,56.76135393206714
249,80.0,72.0,56.8,79.83805403209783,71.77327564493697,56.77441515655694
250,80.0796812749004,72.11155378486056,56.97211155378486,79.91903093748442,71.88664331247818,56.7867236461757
251,80.15873015873017,72.22222222222221,56.74603174603175,79.99935996518187,71.99910395125463,56.79989760671808
252,80.23715415019763,72.33201581027669,56.916996047430835,80.07904885973753,72.11066840363254,56.81232907426877
253,79.92125984251969,72.44094488188976,56.69291338582677,80.07936508526957,72.22134733984986,56.82561054661484
254,80.0,72.15686274509804,56.470588235294116,80.07936508526957,72.25271988886945,56.759728193673666
255,80.078125,72.265625,56.25,80.0790538302895,72.28353413189734,56.61530588291669
256,80.1556420233463,71.98443579766537,56.42023346303502,80.07843620321273,72.23597684698596,56.55014622631735
257,80.23255813953489,72.09302325581395,56.201550387596896,80.07751700108018,72.18817833609342,56.407057094350556
258,80.3088803088803,72.2007722007722,55.98455598455598,80.1550410943523,72.1401437998699,56.265385614096395
259,80.38461538461539,71.92307692307692,55.769230769230774,80.23196417127538,72.09338663546569,56.12511412088374
260,80.45977011494253,72.03065134099617,55.938697318007655,80.30829319426388,72.04639190366493,56.06285358448527
261,80.53435114503816,72.13740458015268,56.10687022900763,80.38403501860225,72.07698566016238,56.00018093767979
262,80.6083650190114,72.24334600760456,56.27376425855514,80.45919639449755,72.10705021052051,56.01462371187144
263,80.3030303030303,72.34848484848484,56.060606060606055,80.45802639332756,72.13659274006304,56.02983372708145
264,80.37735849056604,72.45283018867924,56.22641509433962,80.4565750145177,72.2425433931835,56.12127059210322
265,80.45112781954887,72.18045112781954,56.390977443609025,80.45484655543895,72.27250335054816,56.2117266172235
266,80.52434456928839,71.91011235955057,56.17977528089888,80.45284524028901,72.22704490642775,56.22630762760175
267,80.59701492537313,72.01492537313433,55.970149253731336,80.45057522156135,72.1813607795337,56.165584626636985
268,80.29739776951673,72.11895910780669,56.13382899628253,80.44944871485863,72.13545563139807,56.18022921377228
269,80.37037037037037,72.22222222222221,55.925925925925924,80.44805109081949,72.08933403810667,56.12013138008954
270,80.44280442804428,72.32472324723247,55.71955719557196,80.44638641251859,72.11818846198926,55.98584733048212
271,80.51470588235294,72.42647058823529,55.88235294117647,80.4444586751315,72.2214601077262,55.926362862537644
272,80.58608058608058,72.52747252747253,56.043956043956044,80.44227180727299,72.32396953859384,55.94112422058258
273,80.65693430656934,72.62773722627736,55.839416058394164,80.51417911468351,72.42572516228797,55.88224163300491
274,80.72727272727272,72.36363636363636,56.00000000000001,80.58555958606398,72.4540079905708,55.89705644781973
275,80.79710144927536,72.46376811594203,56.15942028985508,80.65641899031019,72.48181696431271,55.98502906667635
276,80.86642599277978,72.56317689530685,56.317689530685925,80.72676301239555,72.50915822572702,56.072096384578245
277,80.57553956834532,72.66187050359713,56.11510791366906,80.7246548088485,72.53603782095195,56.086326758520855
278,80.64516129032258,72.40143369175627,55.91397849462365,80.72230020559915,72.49077711404773,56.101239245766735
279,80.71428571428572,72.14285714285714,56.07142857142857,80.71970280300175,72.44662126989188,56.11552496005245
280,80.42704626334519,72.24199288256227,56.22775800711744,80.64569176581571,72.40226622321593,56.12919250350493
281,80.1418439716312,72.3404255319149,56.38297872340425,80.500775361586,72.35771595053754,56.14225034204859
282,80.21201413427562,72.08480565371025,56.53710247349824,80.42807027477207,72.24230298056017,56.22664925401442
283,80.28169014084507,72.1830985915493,56.690140845070424,80.35537604487656,72.19863596051877,56.38188172410379
284,80.35087719298247,71.9298245614035,56.49122807017544,80.2826943406159,72.15602944422805,56.46584162385316
